timestamp,power_w
2025-11-24T04:25:50.046,29.736
2025-11-24T04:25:50.146,29.706
2025-11-24T04:25:50.247,29.658
2025-11-24T04:25:50.348,29.615
2025-11-24T04:25:50.479,29.598
2025-11-24T04:25:50.591,29.522
2025-11-24T04:25:50.693,29.352
2025-11-24T04:25:50.887,29.361
2025-11-24T04:25:50.997,29.82
2025-11-24T04:25:51.116,30.45
2025-11-24T04:25:51.254,30.568
2025-11-24T04:25:51.373,30.567
2025-11-24T04:25:51.474,30.547
2025-11-24T04:25:51.582,30.53
2025-11-24T04:25:51.685,30.541
2025-11-24T04:25:51.815,30.579
2025-11-24T04:25:51.925,30.517
2025-11-24T04:25:52.063,29.803
2025-11-24T04:25:52.199,29.092
2025-11-24T04:25:52.302,28.36
2025-11-24T04:25:52.407,27.685
2025-11-24T04:25:52.510,27.018
2025-11-24T04:25:52.610,26.34
2025-11-24T04:25:52.753,24.904
2025-11-24T04:25:52.871,24.158
2025-11-24T04:25:52.985,23.49
2025-11-24T04:25:53.100,22.822
2025-11-24T04:25:53.379,22.741
2025-11-24T04:25:53.575,22.678
2025-11-24T04:25:53.725,22.67
2025-11-24T04:25:53.949,22.553
2025-11-24T04:25:54.318,22.294
2025-11-24T04:25:54.600,30.575
2025-11-24T04:25:54.866,34.461
2025-11-24T04:25:54.983,38.422
