timestamp,power_w
2025-11-24T04:25:35.727,41.825
2025-11-24T04:25:35.843,41.805
2025-11-24T04:25:35.944,41.619
2025-11-24T04:25:36.047,41.541
2025-11-24T04:25:36.267,41.546
2025-11-24T04:25:36.539,41.612
2025-11-24T04:25:36.656,41.711
2025-11-24T04:25:36.757,41.599
2025-11-24T04:25:36.864,41.623
2025-11-24T04:25:37.096,41.606
2025-11-24T04:25:37.227,41.845
2025-11-24T04:25:37.344,42.044
2025-11-24T04:25:37.460,42.048
2025-11-24T04:25:37.573,42.005
2025-11-24T04:25:37.683,41.949
2025-11-24T04:25:37.807,41.878
2025-11-24T04:25:37.941,41.798
2025-11-24T04:25:38.122,40.773
2025-11-24T04:25:38.352,35.417
2025-11-24T04:25:38.455,33.661
2025-11-24T04:25:38.606,31.929
2025-11-24T04:25:38.764,30.209
2025-11-24T04:25:38.886,26.787
2025-11-24T04:25:39.005,25.1
2025-11-24T04:25:39.141,23.396
2025-11-24T04:25:39.258,22.634
2025-11-24T04:25:39.372,22.612
2025-11-24T04:25:39.475,22.597
2025-11-24T04:25:39.577,22.59
2025-11-24T04:25:39.678,22.582
2025-11-24T04:25:39.780,22.612
2025-11-24T04:25:39.930,22.623
2025-11-24T04:25:40.033,22.614
2025-11-24T04:25:40.150,22.602
2025-11-24T04:25:40.300,22.592
2025-11-24T04:25:40.425,22.593
2025-11-24T04:25:40.527,22.585
2025-11-24T04:25:40.628,22.57
