timestamp,power_w
2025-11-24T04:24:08.874,31.297
2025-11-24T04:24:08.975,27.787
2025-11-24T04:24:09.076,26.073
2025-11-24T04:24:09.181,25.305
2025-11-24T04:24:09.300,24.653
2025-11-24T04:24:09.406,24.004
2025-11-24T04:24:09.537,23.34
2025-11-24T04:24:09.648,23.262
2025-11-24T04:24:09.757,23.312
2025-11-24T04:24:09.858,23.333
2025-11-24T04:24:09.964,23.332
2025-11-24T04:24:10.085,23.904
2025-11-24T04:24:10.200,24.524
2025-11-24T04:24:10.316,25.125
2025-11-24T04:24:10.449,25.743
2025-11-24T04:24:10.571,26.436
2025-11-24T04:24:10.699,27.81
2025-11-24T04:24:10.805,28.444
2025-11-24T04:24:10.915,29.074
2025-11-24T04:24:11.030,29.683
2025-11-24T04:24:11.131,30.33
2025-11-24T04:24:11.232,30.43
2025-11-24T04:24:11.334,30.414
2025-11-24T04:24:11.435,30.446
2025-11-24T04:24:11.830,30.414
2025-11-24T04:24:11.992,29.107
2025-11-24T04:24:12.366,26.929
2025-11-24T04:24:12.504,25.564
2025-11-24T04:24:12.802,24.189
2025-11-24T04:24:13.002,22.745
2025-11-24T04:24:13.116,22.558
2025-11-24T04:24:13.217,22.429
2025-11-24T04:24:13.318,22.297
2025-11-24T04:24:13.418,22.165
2025-11-24T04:24:13.522,22.022
2025-11-24T04:24:13.624,21.896
2025-11-24T04:24:13.738,21.775
2025-11-24T04:24:13.851,21.648
