timestamp,power_w
2025-11-24T04:38:21.828,22.603
2025-11-24T04:38:21.940,22.566
2025-11-24T04:38:22.042,22.537
2025-11-24T04:38:22.189,22.528
2025-11-24T04:38:22.387,22.388
2025-11-24T04:38:22.833,21.993
2025-11-24T04:38:23.232,21.618
2025-11-24T04:38:23.334,21.319
2025-11-24T04:38:23.457,21.311
2025-11-24T04:38:23.596,21.363
2025-11-24T04:38:23.789,21.417
2025-11-24T04:38:23.907,21.365
2025-11-24T04:38:24.048,21.423
2025-11-24T04:38:24.158,23.148
2025-11-24T04:38:24.264,25.006
2025-11-24T04:38:24.365,26.808
2025-11-24T04:38:24.480,30.504
2025-11-24T04:38:24.643,32.26
2025-11-24T04:38:24.771,34.017
2025-11-24T04:38:24.929,37.828
2025-11-24T04:38:25.031,39.776
2025-11-24T04:38:25.153,41.645
2025-11-24T04:38:25.256,41.833
2025-11-24T04:38:25.358,41.881
2025-11-24T04:38:25.533,41.937
2025-11-24T04:38:25.664,41.945
2025-11-24T04:38:25.832,41.955
2025-11-24T04:38:25.995,41.741
2025-11-24T04:38:26.178,41.501
2025-11-24T04:38:26.342,41.415
2025-11-24T04:38:26.467,41.339
2025-11-24T04:38:26.570,41.332
2025-11-24T04:38:26.672,41.307
2025-11-24T04:38:26.811,41.301
