timestamp,power_w
2025-11-30T18:19:31.076,21.732
2025-11-30T18:19:31.177,21.724
2025-11-30T18:19:31.282,21.719
2025-11-30T18:19:31.385,21.733
2025-11-30T18:19:31.487,21.711
2025-11-30T18:19:31.596,21.678
2025-11-30T18:19:31.701,21.661
2025-11-30T18:19:31.803,21.621
2025-11-30T18:19:31.909,21.619
2025-11-30T18:19:32.013,21.631
2025-11-30T18:19:32.119,21.623
2025-11-30T18:19:32.227,21.628
2025-11-30T18:19:32.328,21.636
2025-11-30T18:19:32.430,21.611
2025-11-30T18:19:32.533,21.57
2025-11-30T18:19:32.639,21.568
2025-11-30T18:19:32.743,21.558
2025-11-30T18:19:32.845,21.548
2025-11-30T18:19:32.949,21.548
2025-11-30T18:19:33.052,21.539
2025-11-30T18:19:33.155,21.539
2025-11-30T18:19:33.260,21.532
2025-11-30T18:19:33.362,21.522
2025-11-30T18:19:33.463,21.518
2025-11-30T18:19:33.565,21.508
2025-11-30T18:19:33.666,21.502
2025-11-30T18:19:33.769,21.507
2025-11-30T18:19:33.872,21.517
2025-11-30T18:19:33.982,21.52
2025-11-30T18:19:34.084,21.529
2025-11-30T18:19:34.194,21.54
2025-11-30T18:19:34.295,21.538
2025-11-30T18:19:34.398,21.573
2025-11-30T18:19:34.500,21.64
2025-11-30T18:19:34.601,21.719
2025-11-30T18:19:34.713,21.803
2025-11-30T18:19:34.815,21.891
2025-11-30T18:19:34.916,22.03
2025-11-30T18:19:35.018,22.172
2025-11-30T18:19:35.119,22.32
2025-11-30T18:19:35.220,22.462
2025-11-30T18:19:35.321,22.601
2025-11-30T18:19:35.426,22.741
2025-11-30T18:19:35.528,22.852
2025-11-30T18:19:35.629,22.934
2025-11-30T18:19:35.729,23.005
2025-11-30T18:19:35.830,23.071
2025-11-30T18:19:35.932,23.127
2025-11-30T18:19:36.034,23.128
