timestamp,power_w
2025-12-08T01:07:18.394,33.338
2025-12-08T01:07:18.494,33.375
2025-12-08T01:07:18.594,33.704
2025-12-08T01:07:18.695,34.067
2025-12-08T01:07:18.795,34.435
2025-12-08T01:07:18.896,34.808
2025-12-08T01:07:18.996,35.25
2025-12-08T01:07:19.097,35.709
2025-12-08T01:07:19.197,36.34
2025-12-08T01:07:19.297,37.029
2025-12-08T01:07:19.398,37.786
2025-12-08T01:07:19.498,38.497
2025-12-08T01:07:19.599,39.166
2025-12-08T01:07:19.699,39.549
2025-12-08T01:07:19.800,39.837
2025-12-08T01:07:19.901,40.106
2025-12-08T01:07:20.001,40.383
2025-12-08T01:07:20.101,40.609
2025-12-08T01:07:20.202,40.849
2025-12-08T01:07:20.302,40.904
2025-12-08T01:07:20.403,40.921
2025-12-08T01:07:20.503,40.863
2025-12-08T01:07:20.604,40.819
2025-12-08T01:07:20.704,40.761
2025-12-08T01:07:20.805,40.697
2025-12-08T01:07:20.906,40.702
2025-12-08T01:07:21.007,40.713
2025-12-08T01:07:21.107,40.729
2025-12-08T01:07:21.208,40.406
2025-12-08T01:07:21.308,40.051
2025-12-08T01:07:21.408,39.676
2025-12-08T01:07:21.509,39.25
2025-12-08T01:07:21.609,38.834
2025-12-08T01:07:21.710,38.452
2025-12-08T01:07:21.811,38.049
2025-12-08T01:07:21.911,37.654
2025-12-08T01:07:22.012,37.239
2025-12-08T01:07:22.112,36.817
2025-12-08T01:07:22.213,36.373
2025-12-08T01:07:22.313,36.262
2025-12-08T01:07:22.413,36.001
2025-12-08T01:07:22.514,35.752
2025-12-08T01:07:22.614,35.528
2025-12-08T01:07:22.715,35.306
2025-12-08T01:07:22.815,35.044
2025-12-08T01:07:22.916,34.808
2025-12-08T01:07:23.017,34.566
2025-12-08T01:07:23.117,34.338
2025-12-08T01:07:23.218,34.142
2025-12-08T01:07:23.318,33.937
