timestamp,power_w
2025-11-24T01:16:47.713,31.773
2025-11-24T01:16:47.813,31.785
2025-11-24T01:16:47.914,31.796
2025-11-24T01:16:48.015,31.789
2025-11-24T01:16:48.115,31.748
2025-11-24T01:16:48.215,31.699
2025-11-24T01:16:48.316,31.671
2025-11-24T01:16:48.416,31.689
2025-11-24T01:16:48.517,31.687
2025-11-24T01:16:48.617,31.702
2025-11-24T01:16:48.717,31.719
2025-11-24T01:16:48.818,31.713
2025-11-24T01:16:48.919,31.709
2025-11-24T01:16:49.019,31.697
2025-11-24T01:16:49.120,31.71
2025-11-24T01:16:49.220,31.752
2025-11-24T01:16:49.320,31.798
2025-11-24T01:16:49.421,31.831
2025-11-24T01:16:49.521,31.809
2025-11-24T01:16:49.622,31.803
2025-11-24T01:16:49.722,31.774
2025-11-24T01:16:49.823,31.747
2025-11-24T01:16:49.924,31.728
2025-11-24T01:16:50.024,31.735
2025-11-24T01:16:50.125,31.741
2025-11-24T01:16:50.226,31.731
2025-11-24T01:16:50.326,31.714
2025-11-24T01:16:50.427,31.701
2025-11-24T01:16:50.527,31.697
2025-11-24T01:16:50.628,31.689
2025-11-24T01:16:50.729,31.679
2025-11-24T01:16:50.829,31.692
2025-11-24T01:16:50.930,31.693
2025-11-24T01:16:51.030,31.699
2025-11-24T01:16:51.131,31.692
2025-11-24T01:16:51.231,31.686
2025-11-24T01:16:51.331,31.687
2025-11-24T01:16:51.432,31.705
2025-11-24T01:16:51.532,31.715
2025-11-24T01:16:51.632,31.724
2025-11-24T01:16:51.733,31.729
2025-11-24T01:16:51.834,31.744
2025-11-24T01:16:51.934,31.733
2025-11-24T01:16:52.035,31.727
2025-11-24T01:16:52.135,31.716
2025-11-24T01:16:52.236,31.714
2025-11-24T01:16:52.336,31.707
2025-11-24T01:16:52.437,31.707
2025-11-24T01:16:52.537,31.698
2025-11-24T01:16:52.638,31.682
