timestamp,power_w
2025-11-24T04:38:36.239,41.937
2025-11-24T04:38:36.341,41.938
2025-11-24T04:38:36.450,41.977
2025-11-24T04:38:36.563,42.07
2025-11-24T04:38:36.681,41.92
2025-11-24T04:38:36.783,41.797
2025-11-24T04:38:36.900,41.699
2025-11-24T04:38:37.015,41.568
2025-11-24T04:38:37.483,41.158
2025-11-24T04:38:37.631,41.059
2025-11-24T04:38:37.783,41.157
2025-11-24T04:38:37.952,41.178
2025-11-24T04:38:38.078,39.859
2025-11-24T04:38:38.184,38.179
2025-11-24T04:38:38.326,36.521
2025-11-24T04:38:38.485,33.191
2025-11-24T04:38:38.619,31.497
2025-11-24T04:38:38.723,29.816
2025-11-24T04:38:38.839,28.101
2025-11-24T04:38:38.958,26.367
2025-11-24T04:38:39.097,22.961
2025-11-24T04:38:39.223,22.579
2025-11-24T04:38:39.331,22.57
2025-11-24T04:38:39.439,22.556
2025-11-24T04:38:39.611,22.539
2025-11-24T04:38:39.756,22.517
2025-11-24T04:38:39.908,22.564
2025-11-24T04:38:40.011,22.585
2025-11-24T04:38:40.164,22.583
2025-11-24T04:38:40.289,22.645
2025-11-24T04:38:40.391,22.673
2025-11-24T04:38:40.492,22.711
2025-11-24T04:38:40.593,22.73
2025-11-24T04:38:40.780,22.801
2025-11-24T04:38:40.901,22.804
2025-11-24T04:38:41.011,22.742
2025-11-24T04:38:41.175,22.656
