timestamp,power_w
2025-12-08T01:06:37.762,32.869
2025-12-08T01:06:37.863,33.105
2025-12-08T01:06:37.963,33.342
2025-12-08T01:06:38.064,33.614
2025-12-08T01:06:38.164,33.908
2025-12-08T01:06:38.265,34.233
2025-12-08T01:06:38.366,34.579
2025-12-08T01:06:38.466,35.308
2025-12-08T01:06:38.566,36.074
2025-12-08T01:06:38.667,36.917
2025-12-08T01:06:38.768,37.723
2025-12-08T01:06:38.868,38.498
2025-12-08T01:06:38.969,39.049
2025-12-08T01:06:39.070,39.615
2025-12-08T01:06:39.170,40.131
2025-12-08T01:06:39.271,40.645
2025-12-08T01:06:39.371,41.107
2025-12-08T01:06:39.471,41.561
2025-12-08T01:06:39.572,41.659
2025-12-08T01:06:39.672,41.734
2025-12-08T01:06:39.772,41.73
2025-12-08T01:06:39.873,41.746
2025-12-08T01:06:39.973,41.746
2025-12-08T01:06:40.074,41.755
2025-12-08T01:06:40.175,41.731
2025-12-08T01:06:40.275,41.754
2025-12-08T01:06:40.376,41.768
2025-12-08T01:06:40.476,41.789
2025-12-08T01:06:40.577,41.771
2025-12-08T01:06:40.677,41.785
2025-12-08T01:06:40.778,41.377
2025-12-08T01:06:40.879,40.916
2025-12-08T01:06:40.979,40.431
2025-12-08T01:06:41.079,39.953
2025-12-08T01:06:41.180,39.465
2025-12-08T01:06:41.281,38.964
2025-12-08T01:06:41.381,38.466
2025-12-08T01:06:41.481,37.955
2025-12-08T01:06:41.582,37.457
2025-12-08T01:06:41.682,36.905
2025-12-08T01:06:41.783,36.365
2025-12-08T01:06:41.883,36.223
2025-12-08T01:06:41.984,36.136
2025-12-08T01:06:42.084,36.1
2025-12-08T01:06:42.184,35.871
2025-12-08T01:06:42.284,35.658
2025-12-08T01:06:42.385,35.415
2025-12-08T01:06:42.485,35.18
2025-12-08T01:06:42.585,34.946
2025-12-08T01:06:42.686,34.735
