timestamp,power_w
2025-12-08T01:06:07.415,36.976
2025-12-08T01:06:07.516,37.84
2025-12-08T01:06:07.617,38.662
2025-12-08T01:06:07.717,39.175
2025-12-08T01:06:07.818,39.675
2025-12-08T01:06:07.918,40.167
2025-12-08T01:06:08.019,40.661
2025-12-08T01:06:08.119,41.08
2025-12-08T01:06:08.219,41.45
2025-12-08T01:06:08.320,41.513
2025-12-08T01:06:08.420,41.545
2025-12-08T01:06:08.521,41.472
2025-12-08T01:06:08.622,41.406
2025-12-08T01:06:08.722,41.319
2025-12-08T01:06:08.823,41.267
2025-12-08T01:06:08.923,41.244
2025-12-08T01:06:09.023,41.244
2025-12-08T01:06:09.123,41.23
2025-12-08T01:06:09.224,40.834
2025-12-08T01:06:09.325,40.424
2025-12-08T01:06:09.425,39.999
2025-12-08T01:06:09.526,39.574
2025-12-08T01:06:09.626,39.108
2025-12-08T01:06:09.727,38.628
2025-12-08T01:06:09.827,38.153
2025-12-08T01:06:09.928,37.684
2025-12-08T01:06:10.028,37.224
2025-12-08T01:06:10.128,36.753
2025-12-08T01:06:10.229,36.293
2025-12-08T01:06:10.329,36.206
2025-12-08T01:06:10.430,35.965
2025-12-08T01:06:10.530,35.729
2025-12-08T01:06:10.630,35.478
2025-12-08T01:06:10.731,35.261
2025-12-08T01:06:10.831,35.063
2025-12-08T01:06:10.931,34.86
2025-12-08T01:06:11.032,34.632
2025-12-08T01:06:11.132,34.396
2025-12-08T01:06:11.233,34.166
2025-12-08T01:06:11.334,33.931
2025-12-08T01:06:11.434,33.704
2025-12-08T01:06:11.534,33.646
2025-12-08T01:06:11.635,33.568
2025-12-08T01:06:11.735,33.515
2025-12-08T01:06:11.836,33.469
2025-12-08T01:06:11.936,33.425
2025-12-08T01:06:12.036,33.39
2025-12-08T01:06:12.137,33.365
2025-12-08T01:06:12.238,33.346
2025-12-08T01:06:12.338,33.327
