timestamp,power_w
2025-11-24T01:16:41.847,31.822
2025-11-24T01:16:41.948,31.826
2025-11-24T01:16:42.049,31.825
2025-11-24T01:16:42.149,31.819
2025-11-24T01:16:42.250,31.812
2025-11-24T01:16:42.350,31.812
2025-11-24T01:16:42.451,31.802
2025-11-24T01:16:42.551,31.791
2025-11-24T01:16:42.652,31.785
2025-11-24T01:16:42.752,31.78
2025-11-24T01:16:42.852,31.772
2025-11-24T01:16:42.953,31.758
2025-11-24T01:16:43.053,31.749
2025-11-24T01:16:43.154,31.746
2025-11-24T01:16:43.254,31.755
2025-11-24T01:16:43.354,31.756
2025-11-24T01:16:43.455,31.735
2025-11-24T01:16:43.555,31.74
2025-11-24T01:16:43.656,31.747
2025-11-24T01:16:43.756,31.736
2025-11-24T01:16:43.857,31.73
2025-11-24T01:16:43.957,31.724
2025-11-24T01:16:44.058,31.73
2025-11-24T01:16:44.158,31.728
2025-11-24T01:16:44.259,31.723
2025-11-24T01:16:44.359,31.714
2025-11-24T01:16:44.460,31.71
2025-11-24T01:16:44.560,31.728
2025-11-24T01:16:44.661,31.731
2025-11-24T01:16:44.762,31.735
2025-11-24T01:16:44.862,31.749
2025-11-24T01:16:44.962,31.758
2025-11-24T01:16:45.063,31.759
2025-11-24T01:16:45.163,31.757
2025-11-24T01:16:45.264,31.761
2025-11-24T01:16:45.364,31.754
2025-11-24T01:16:45.464,31.754
2025-11-24T01:16:45.565,31.756
2025-11-24T01:16:45.665,31.746
2025-11-24T01:16:45.766,31.733
2025-11-24T01:16:45.867,31.723
2025-11-24T01:16:45.967,31.707
2025-11-24T01:16:46.068,31.702
2025-11-24T01:16:46.169,31.701
2025-11-24T01:16:46.269,31.687
2025-11-24T01:16:46.370,31.681
2025-11-24T01:16:46.470,31.691
2025-11-24T01:16:46.571,31.689
2025-11-24T01:16:46.671,31.684
2025-11-24T01:16:46.771,31.681
