timestamp,power_w
2025-11-24T04:36:04.025,32.812
2025-11-24T04:36:04.168,32.736
2025-11-24T04:36:04.295,32.699
2025-11-24T04:36:04.513,32.568
2025-11-24T04:36:04.713,32.014
2025-11-24T04:36:05.136,29.817
2025-11-24T04:36:05.237,29.044
2025-11-24T04:36:05.345,28.351
2025-11-24T04:36:05.496,27.756
2025-11-24T04:36:05.619,27.103
2025-11-24T04:36:05.825,26.915
2025-11-24T04:36:05.966,27.025
2025-11-24T04:36:06.102,27.115
2025-11-24T04:36:06.279,28.464
2025-11-24T04:36:06.421,29.238
2025-11-24T04:36:06.607,30.664
2025-11-24T04:36:06.811,33.061
2025-11-24T04:36:06.970,36.171
2025-11-24T04:36:07.255,39.726
2025-11-24T04:36:07.424,40.914
2025-11-24T04:36:07.552,43.114
2025-11-24T04:36:07.955,45.186
2025-11-24T04:36:08.235,43.847
2025-11-24T04:36:08.371,44.451
2025-11-24T04:36:08.521,44.766
2025-11-24T04:36:08.805,45.277
2025-11-24T04:36:08.929,45.853
