timestamp,power_w
2025-11-24T01:16:35.677,31.79
2025-11-24T01:16:35.778,31.795
2025-11-24T01:16:35.879,31.801
2025-11-24T01:16:35.979,31.798
2025-11-24T01:16:36.080,31.781
2025-11-24T01:16:36.180,31.771
2025-11-24T01:16:36.281,31.769
2025-11-24T01:16:36.381,31.749
2025-11-24T01:16:36.482,31.731
2025-11-24T01:16:36.582,31.726
2025-11-24T01:16:36.683,31.717
2025-11-24T01:16:36.783,31.715
2025-11-24T01:16:36.884,31.722
2025-11-24T01:16:36.984,31.722
2025-11-24T01:16:37.085,31.717
2025-11-24T01:16:37.185,31.728
2025-11-24T01:16:37.286,31.738
2025-11-24T01:16:37.387,31.749
2025-11-24T01:16:37.487,31.771
2025-11-24T01:16:37.588,31.781
2025-11-24T01:16:37.688,31.785
2025-11-24T01:16:37.788,31.78
2025-11-24T01:16:37.889,31.787
2025-11-24T01:16:37.990,31.783
2025-11-24T01:16:38.091,31.788
2025-11-24T01:16:38.191,31.801
2025-11-24T01:16:38.292,31.8
2025-11-24T01:16:38.392,31.804
2025-11-24T01:16:38.493,31.796
2025-11-24T01:16:38.593,31.781
2025-11-24T01:16:38.694,31.778
2025-11-24T01:16:38.795,31.774
2025-11-24T01:16:38.895,31.767
2025-11-24T01:16:38.996,31.768
2025-11-24T01:16:39.097,31.768
2025-11-24T01:16:39.197,31.763
2025-11-24T01:16:39.297,31.758
2025-11-24T01:16:39.398,31.758
2025-11-24T01:16:39.498,31.768
2025-11-24T01:16:39.599,31.774
2025-11-24T01:16:39.700,31.773
2025-11-24T01:16:39.800,31.765
2025-11-24T01:16:39.901,31.767
2025-11-24T01:16:40.001,31.759
2025-11-24T01:16:40.102,31.759
2025-11-24T01:16:40.202,31.751
2025-11-24T01:16:40.303,31.753
2025-11-24T01:16:40.404,31.763
2025-11-24T01:16:40.504,31.764
2025-11-24T01:16:40.604,31.76
