timestamp,power_w
2025-11-24T01:18:07.134,32.212
2025-11-24T01:18:07.235,32.178
2025-11-24T01:18:07.335,32.115
2025-11-24T01:18:07.435,32.093
2025-11-24T01:18:07.536,32.05
2025-11-24T01:18:07.636,32.023
2025-11-24T01:18:07.738,31.965
2025-11-24T01:18:07.838,31.943
2025-11-24T01:18:07.939,31.93
2025-11-24T01:18:08.039,31.918
2025-11-24T01:18:08.140,31.895
2025-11-24T01:18:08.240,31.872
2025-11-24T01:18:08.341,31.846
2025-11-24T01:18:08.441,31.866
2025-11-24T01:18:08.542,31.869
2025-11-24T01:18:08.643,31.873
2025-11-24T01:18:08.743,31.873
2025-11-24T01:18:08.844,31.885
2025-11-24T01:18:08.944,31.885
2025-11-24T01:18:09.045,31.892
2025-11-24T01:18:09.145,31.892
2025-11-24T01:18:09.245,31.879
2025-11-24T01:18:09.346,31.87
2025-11-24T01:18:09.446,31.863
2025-11-24T01:18:09.547,31.843
2025-11-24T01:18:09.648,31.821
2025-11-24T01:18:09.749,31.803
2025-11-24T01:18:09.849,31.789
2025-11-24T01:18:09.950,31.793
2025-11-24T01:18:10.050,31.791
2025-11-24T01:18:10.151,31.795
2025-11-24T01:18:10.251,31.792
2025-11-24T01:18:10.352,31.784
2025-11-24T01:18:10.452,31.776
2025-11-24T01:18:10.553,31.786
2025-11-24T01:18:10.654,31.799
2025-11-24T01:18:10.754,31.809
2025-11-24T01:18:10.855,31.819
2025-11-24T01:18:10.955,31.822
2025-11-24T01:18:11.056,31.828
2025-11-24T01:18:11.157,31.816
2025-11-24T01:18:11.257,31.797
2025-11-24T01:18:11.357,31.793
2025-11-24T01:18:11.458,31.786
2025-11-24T01:18:11.558,31.783
2025-11-24T01:18:11.659,31.773
2025-11-24T01:18:11.760,31.752
2025-11-24T01:18:11.860,31.745
2025-11-24T01:18:11.964,31.735
2025-11-24T01:18:12.065,31.735
