timestamp,power_w
2025-11-24T04:26:18.858,21.517
2025-11-24T04:26:18.959,21.619
2025-11-24T04:26:19.060,21.647
2025-11-24T04:26:19.163,21.51
2025-11-24T04:26:19.312,21.437
2025-11-24T04:26:19.548,23.685
2025-11-24T04:26:19.661,25.671
2025-11-24T04:26:19.762,27.672
2025-11-24T04:26:19.863,29.803
2025-11-24T04:26:19.973,32.007
2025-11-24T04:26:20.080,33.814
2025-11-24T04:26:20.233,37.881
2025-11-24T04:26:20.340,39.75
2025-11-24T04:26:20.491,41.603
2025-11-24T04:26:20.606,43.071
2025-11-24T04:26:20.738,43.089
2025-11-24T04:26:20.846,43.034
2025-11-24T04:26:20.965,42.862
2025-11-24T04:26:21.081,42.678
2025-11-24T04:26:21.195,42.654
2025-11-24T04:26:21.321,42.571
2025-11-24T04:26:21.579,42.976
2025-11-24T04:26:21.777,44.061
2025-11-24T04:26:22.189,45.419
2025-11-24T04:26:22.343,46.31
2025-11-24T04:26:22.810,46.339
2025-11-24T04:26:23.260,45.378
2025-11-24T04:26:23.457,41.547
2025-11-24T04:26:23.635,40.831
2025-11-24T04:26:23.736,40.365
2025-11-24T04:26:23.837,39.992
